Pair
ISCTR-SISE
ISCTR-SOKM
ISCTR-TUPRS
ISCTR-VAKBN
ISCTR-YKBNK
ISCTR-ZOREN
KCAER-KRDMD
KCAER-OYAKC
KCAER-PETKM
KCAER-PGSUS
KCAER-SASA
KCAER-THYAO
KCAER-TOASO
KCHOL-PETKM
KCHOL-SAHOL
KCHOL-TTRAK
KCHOL-VAKBN
KCHOL-ZOREN
KONTR-ODAS
KONTR-PETKM
KONTR-TSKB
KONTR-ULKER
KONTR-VAKBN
KONTR-ZOREN
KOZAA-MIATK
KOZAA-SASA
KOZAL-SASA
KOZAL-TSKB
KRDMD-PGSUS
KRDMD-SISE
KRDMD-TKFEN
KRDMD-TOASO
KRDMD-TTRAK
KRDMD-VESTL
MGROS-ZOREN
MIATK-SASA
MIATK-VAKBN
ODAS-TAVHL
ODAS-TKFEN
ODAS-TSKB
ODAS-VAKBN
OYAKC-PGSUS
OYAKC-SASA
OYAKC-SOKM
OYAKC-TTRAK
OYAKC-TUPRS
PETKM-VAKBN
PETKM-VESTL
PETKM-ZOREN
PGSUS-SASA
PGSUS-SISE
PGSUS-TSKB
SAHOL-TKFEN
SAHOL-TSKB
SAHOL-VAKBN
SAHOL-VESTL
SAHOL-ZOREN
SASA-TAVHL
SASA-THYAO
SASA-TKFEN
SASA-TSKB
SASA-YKBNK
TAVHL-YKBNK
TCELL-TKFEN
TCELL-TSKB
TCELL-ULKER
TCELL-VESTL
THYAO-TKFEN
THYAO-TTKOM
THYAO-TUPRS
THYAO-ZOREN
TKFEN-TSKB
TKFEN-TTRAK
TOASO-VAKBN
TSKB-TTRAK
TSKB-TUPRS
TSKB-VAKBN
TSKB-VESTL
TSKB-ZOREN
TTKOM-TTRAK
TUPRS-ULKER
TUPRS-VAKBN
TUPRS-ZOREN
VAKBN-YKBNK
VAKBN-ZOREN
YKBNK-ZOREN
